"","logFC","logCPM","LR","PValue","FDR"
"16287",-1.94985543568133,2.66851877210485,26.9839650003176,2.05150300091815e-07,0.00111609142490118
"8595",4.99519242284533,0.5885423029078,26.6820717996332,2.39836553074845e-07,0.00111609142490118
"9325",6.77299381230123,7.66542270506834,26.4144207273782,2.75476128692405e-07,0.00111609142490118
"6810",-2.16474625659432,1.80155041748434,25.8006509287165,3.78560779249662e-07,0.00111609142490118
"20056",2.43056070816047,1.73855359188345,25.6139570976646,4.17012189845009e-07,0.00111609142490118
"17452",1.32303025217049,3.14378861424799,22.1717383781355,2.49316909128978e-06,0.00556059812993998
"6509",5.0499252699356,1.26612730489006,21.0606367567562,4.44975803054662e-06,0.00850666599496784
"16410",-0.458418005524776,6.51129281486899,19.9320615841301,8.02433006233365e-06,0.0134226981117686
"7316",6.93065505966227,1.58015155360932,19.4661362848582,1.02399080663979e-05,0.0152256055271708
"9921",5.24649583332816,3.13307375656942,18.7877708616083,1.46100933925594e-05,0.019551226977923
"3792",3.64605589750359,-0.141605608733055,17.9495962170311,2.26832533973209e-05,0.0275952088148135
"8598",0.623072562809189,5.06094502553948,17.6492836673774,2.6561529455946e-05,0.0296205322649558
"4194",2.63585246162518,1.31881605385491,17.4626946967359,2.93001113526423e-05,0.0301610838554661
"13127",1.05480307484108,2.29304203340837,17.1651867898346,3.42658829318336e-05,0.0327532889566998
"17184",0.665002655366441,5.00870051953522,17.0119811839416,3.71446897085027e-05,0.0331380158452788
"7391",-4.31815862503409,-0.86339511633443,16.5954774879616,4.62612038100838e-05,0.0386917143366589
"4887",-1.30321222604215,3.31248075591264,16.2490721558743,5.55367853244419e-05,0.0390738776576147
"13284",-0.691378151040441,4.66547560997284,16.166641405678,5.80066890432297e-05,0.0390738776576147
"2033",2.06631195577914,-0.64514865644617,16.0944654192264,6.02598890912518e-05,0.0390738776576147
"3448",2.70794681532875,-0.129719729950893,16.0781631958758,6.07808812974161e-05,0.0390738776576147
"13670",-0.465280819923844,6.6609527710665,16.0615167867848,6.13175482595956e-05,0.0390738776576147
"3402",2.0763976061717,1.04709538604851,15.9458021921199,6.51821691912021e-05,0.0396485358234849
"12209",-0.349502443810365,7.67589912165089,15.7890494339212,7.08111629843349e-05,0.0410096790861119
"11521",-0.445844602010295,8.13026298070528,15.7172854078131,7.35489686195401e-05,0.0410096790861119
"18419",1.53577020529423,-0.965258924344269,15.2313584210227,9.51109152331736e-05,0.0484788026633761
"4775",0.713171508011546,4.63660841796405,15.2154677616561,9.59145803616705e-05,0.0484788026633761
"8721",1.94359969044736,1.17499143709443,15.1418375409611,9.97285311820707e-05,0.0484788026633761
"5081",-1.46087908561641,2.51174124010299,15.1098017627132,0.000101435246941752,0.0484788026633761
